team,season,week,plays,passes,neutralPlays,neutralPasses
NYJ,2021,9,75,54,19,14
IND,2021,9,60,31,26,11
LA,2021,9,74,53,24,14
TEN,2021,9,55,30,11,7
DAL,2021,10,70,35,23,13
ATL,2021,10,53,29,14,9
BAL,2021,10,67,45,43,24
MIA,2021,10,61,41,46,34
NYJ,2021,10,70,48,9,8
BUF,2021,10,51,30,18,15
ARI,2021,10,53,33,7,4
CAR,2021,10,70,33,9,4
CLE,2021,10,58,38,19,12
NE,2021,10,60,28,27,11
PIT,2021,10,80,50,52,32
DET,2021,10,68,29,38,13
IND,2021,10,59,35,9,4
JAX,2021,10,63,39,3,1
KC,2021,10,74,51,45,30
LV,2021,10,51,37,18,9
LA,2021,10,54,44,8,7
SF,2021,10,63,20,29,8
MIN,2021,10,69,39,53,32
LAC,2021,10,55,36,36,23
TEN,2021,10,56,29,35,20
NO,2021,10,62,41,30,20
PHI,2021,10,61,25,45,23
DEN,2021,10,55,37,16,12
GB,2021,10,70,38,51,32
SEA,2021,10,59,43,41,29
TB,2021,10,47,34,10,6
WAS,2021,10,72,37,31,17
SEA,2021,11,49,30,19,7
ARI,2021,11,77,46,44,28
BAL,2021,11,76,42,58,35
CHI,2021,11,58,38,36,19
CIN,2021,11,70,32,50,25
LV,2021,11,47,29,31,15
DAL,2021,11,64,48,6,5
KC,2021,11,64,40,20,12
CLE,2021,11,64,30,37,21
DET,2021,11,46,23,19,6
GB,2021,11,53,35,21,15
MIN,2021,11,65,37,44,23
TEN,2021,11,79,54,20,9
HOU,2021,11,62,24,25,12
IND,2021,11,66,20,30,11
BUF,2021,11,55,41,8,6
MIA,2021,11,66,34,46,25
NYJ,2021,11,59,41,49,32
NE,2021,11,57,29,20,8
ATL,2021,11,52,36,9,6
NO,2021,11,62,41,10,6
PHI,2021,11,75,27,26,10
TB,2021,11,74,49,53,37
NYG,2021,11,54,41,30,22
PIT,2021,11,65,47,24,12
LAC,2021,11,66,43,37,24
SF,2021,11,64,24,26,8
JAX,2021,11,44,28,3,2
CAR,2021,11,48,28,31,14
WAS,2021,11,63,25,48,20
ATL,2021,12,57,30,29,15
JAX,2021,12,72,44,17,8
NO,2021,12,57,33,15,9
BUF,2021,12,62,30,22,10
MIA,2021,12,70,33,27,16
CAR,2021,12,54,36,21,8
CHI,2021,12,66,40,47,31
DET,2021,12,45,26,40,23
CLE,2021,12,57,40,34,24
BAL,2021,12,74,34,48,24
DEN,2021,12,57,25,34,16
LAC,2021,12,65,48,28,16
LA,2021,12,61,42,17,9
GB,2021,12,78,47,53,32
DAL,2021,12,70,49,22,11
LV,2021,12,76,42,34,17
MIN,2021,12,53,35,30,20
SF,2021,12,65,28,48,24
HOU,2021,12,55,31,39,21
NYJ,2021,12,62,28,29,12
NYG,2021,12,57,31,37,20
PHI,2021,12,64,31,36,17
CIN,2021,12,65,27,19,8
PIT,2021,12,59,44,3,2
WAS,2021,12,78,36,53,28
SEA,2021,12,46,34,21,13
TB,2021,12,62,36,32,18
IND,2021,12,67,47,46,35
TEN,2021,12,61,23,33,14
NE,2021,12,57,34,46,30
CHI,2021,13,72,45,13,5
ARI,2021,13,52,17,16,6
BAL,2021,13,70,45,54,31
PIT,2021,13,57,33,33,21
NO,2021,13,69,43,45,27
DAL,2021,13,62,41,45,32
DEN,2021,13,73,42,31,14
KC,2021,13,52,30,41,25
HOU,2021,13,50,31,20,11
IND,2021,13,69,23,35,12
LA,2021,13,66,39,31,20
JAX,2021,13,55,30,8,4
LAC,2021,13,62,40,21,17
CIN,2021,13,72,46,11,6
MIN,2021,13,73,45,25,13
DET,2021,13,69,42,24,11
NE,2021,13,48,3,40,1
BUF,2021,13,57,32,30,15
NYG,2021,13,62,45,47,32
MIA,2021,13,67,43,48,34
NYJ,2021,13,56,40,29,16
PHI,2021,13,68,27,44,20
SEA,2021,13,67,41,33,20
SF,2021,13,55,31,39,19
TB,2021,13,67,51,48,39
ATL,2021,13,69,46,39,24
WAS,2021,13,60,31,43,22
LV,2021,13,57,41,40,29
ATL,2021,14,63,29,44,20
CAR,2021,14,62,36,30,14
CLE,2021,14,59,32,17,11
BAL,2021,14,69,46,7,4
TB,2021,14,75,48,29,19
BUF,2021,14,76,57,10,9
CHI,2021,14,58,35,35,17
GB,2021,14,62,40,25,15
DAL,2021,14,76,43,20,13
WAS,2021,14,63,40,7,5
DEN,2021,14,65,26,44,20
DET,2021,14,62,41,21,12
TEN,2021,14,66,35,32,15
JAX,2021,14,51,43,12,8
ARI,2021,14,75,53,40,27
LA,2021,14,54,33,36,23
LV,2021,14,61,49,13,8
KC,2021,14,54,27,8,5
NYJ,2021,14,62,45,39,25
NO,2021,14,68,24,48,17
NYG,2021,14,66,39,19,13
LAC,2021,14,68,33,33,17
MIN,2021,14,67,31,17,10
PIT,2021,14,70,46,13,6
HOU,2021,14,75,50,50,30
SEA,2021,14,58,29,39,20
SF,2021,14,69,46,27,17
CIN,2021,14,64,39,28,15
DET,2021,15,62,28,22,12
ARI,2021,15,73,53,3,2
ATL,2021,15,58,35,31,18
SF,2021,15,56,24,31,16
CAR,2021,15,73,43,21,9
BUF,2021,15,63,38,27,22
CIN,2021,15,51,26,39,21
DEN,2021,15,71,37,51,27
DAL,2021,15,68,40,36,19
NYG,2021,15,61,37,20,7
BAL,2021,15,67,42,43,26
GB,2021,15,57,34,45,26
HOU,2021,15,57,31,28,16
JAX,2021,15,65,40,19,7
LAC,2021,15,78,39,42,23
KC,2021,15,67,48,44,30
CLE,2021,15,53,29,17,10
LV,2021,15,64,39,41,22
MIN,2021,15,60,27,39,20
CHI,2021,15,69,41,16,7
IND,2021,15,50,13,11,4
NE,2021,15,65,46,13,6
NO,2021,15,60,29,41,23
TB,2021,15,73,52,55,37
MIA,2021,15,67,28,22,8
NYJ,2021,15,54,30,38,19
LA,2021,15,59,33,46,28
SEA,2021,15,53,34,38,22
PIT,2021,15,44,28,12,9
TEN,2021,15,78,36,43,23
WAS,2021,15,54,33,31,18
PHI,2021,15,70,29,41,19
CIN,2021,16,69,49,19,12
BAL,2021,16,57,41,15,10
NE,2021,16,60,33,22,10
BUF,2021,16,74,48,39,27
SEA,2021,16,53,29,35,18
CHI,2021,16,69,40,29,15
CLE,2021,16,66,42,21,15
GB,2021,16,57,34,34,23
DEN,2021,16,40,24,33,19
LV,2021,16,63,27,47,23
ATL,2021,16,44,27,37,23
DET,2021,16,68,35,46,25
ARI,2021,16,64,43,35,21
IND,2021,16,62,30,52,26
JAX,2021,16,71,40,52,27
NYJ,2021,16,59,23,39,16
LAC,2021,16,60,38,37,20
HOU,2021,16,63,28,46,22
MIN,2021,16,62,40,22,11
LA,2021,16,69,37,42,24
MIA,2021,16,59,29,36,22
NO,2021,16,51,28,14,10
PHI,2021,16,60,30,38,23
NYG,2021,16,73,46,39,19
PIT,2021,16,69,44,6,4
KC,2021,16,67,32,20,13
SF,2021,16,58,37,36,20
TEN,2021,16,58,34,16,9
TB,2021,16,63,32,32,18
CAR,2021,16,67,52,22,14
DAL,2021,16,72,45,23,16
WAS,2021,16,56,37,6,5
DAL,2021,17,58,41,21,14
ARI,2021,17,70,41,43,29
ATL,2021,17,50,28,25,16
BUF,2021,17,69,28,43,22
CAR,2021,17,59,33,41,22
NO,2021,17,54,28,44,24
PIT,2021,17,78,48,46,32
CLE,2021,17,67,47,18,12
LAC,2021,17,64,31,26,11
DEN,2021,17,56,29,15,8
SEA,2021,17,69,30,18,10
DET,2021,17,60,38,12,6
HOU,2021,17,62,35,41,19
SF,2021,17,61,24,45,20
JAX,2021,17,46,29,10,7
NE,2021,17,70,34,20,7
KC,2021,17,58,35,45,26
CIN,2021,17,61,43,19,13
BAL,2021,17,67,35,44,23
LA,2021,17,56,37,28,18
LV,2021,17,61,34,46,24
IND,2021,17,54,28,23,10
MIA,2021,17,59,43,13,8
TEN,2021,17,59,19,28,11
GB,2021,17,73,42,31,19
MIN,2021,17,52,41,14,9
NYG,2021,17,55,15,6,2
CHI,2021,17,64,37,8,6
WAS,2021,17,60,38,42,22
PHI,2021,17,60,27,20,10
NYJ,2021,17,60,34,42,25
TB,2021,17,72,50,37,24
CAR,2021,18,70,45,39,21
TB,2021,18,59,40,40,30
CHI,2021,18,81,56,59,36
MIN,2021,18,46,25,24,13
CIN,2021,18,52,34,28,16
CLE,2021,18,65,25,44,19
PHI,2021,18,70,38,37,22
DAL,2021,18,58,29,33,22
GB,2021,18,67,40,34,23
DET,2021,18,58,33,33,24
JAX,2021,18,61,33,37,26
IND,2021,18,54,36,19,9
DEN,2021,18,54,26,37,17
KC,2021,18,72,45,63,40
LV,2021,18,74,41,48,28
LAC,2021,18,89,68,31,18
MIA,2021,18,66,23,21,8
NE,2021,18,59,32,3,1
NO,2021,18,70,25,28,11
ATL,2021,18,48,36,15,10
BUF,2021,18,76,46,50,34
NYJ,2021,18,46,29,19,9
PIT,2021,18,72,45,37,20
BAL,2021,18,71,35,50,24
SEA,2021,18,56,27,48,26
ARI,2021,18,72,44,46,27
LA,2021,18,64,37,30,17
SF,2021,18,66,35,20,6
HOU,2021,18,56,36,22,13
TEN,2021,18,63,33,35,20
WAS,2021,18,59,22,41,18
NYG,2021,18,59,34,32,13
NYJ,2022,1,79,62,31,22
BAL,2022,1,51,32,37,23
BUF,2022,1,57,33,47,29
LA,2022,1,66,48,29,20
CAR,2022,1,49,31,19,15
CLE,2022,1,72,33,38,19
SEA,2022,1,46,30,39,25
DEN,2022,1,64,44,41,25
MIN,2022,1,61,33,25,15
GB,2022,1,59,42,21,12
IND,2022,1,90,52,38,20
HOU,2022,1,67,40,33,19
JAX,2022,1,63,45,23,15
WAS,2022,1,69,44,29,18
KC,2022,1,66,39,29,19
ARI,2022,1,64,43,3,1
LAC,2022,1,63,34,45,27
LV,2022,1,57,44,23,17
NE,2022,1,53,32,18,11
MIA,2022,1,57,36,20,12
ATL,2022,1,70,32,40,20
NO,2022,1,57,37,24,13
NYG,2022,1,60,27,18,10
TEN,2022,1,59,33,30,17
DET,2022,1,65,38,20,10
PHI,2022,1,71,33,42,24
PIT,2022,1,59,38,23,13
CIN,2022,1,95,61,25,15
CHI,2022,1,53,19,34,13
SF,2022,1,67,30,45,16
DAL,2022,1,63,46,27,16
TB,2022,1,60,29,34,18
LV,2022,2,61,40,23,14
ARI,2022,2,80,51,6,3
ATL,2022,2,57,30,18,7
LA,2022,2,63,37,17,9
NYG,2022,2,68,37,47,30
CAR,2022,2,54,31,46,25
GB,2022,2,65,28,33,18
CHI,2022,2,41,14,13,4
DAL,2022,2,58,31,18,8
CIN,2022,2,67,43,8,4
HOU,2022,2,58,41,43,27
DEN,2022,2,64,34,46,24
IND,2022,2,48,35,13,8
JAX,2022,2,66,30,24,11
KC,2022,2,52,36,29,19
LAC,2022,2,73,50,47,28
MIA,2022,2,69,51,21,15
BAL,2022,2,54,29,25,9
PHI,2022,2,68,34,34,18
MIN,2022,2,59,48,9,6
PIT,2022,2,59,37,43,27
NE,2022,2,63,35,43,27
NYJ,2022,2,66,47,47,28
CLE,2022,2,64,28,41,22
SF,2022,2,70,25,20,7
SEA,2022,2,47,33,11,5
NO,2022,2,66,46,46,27
TB,2022,2,63,35,41,24
BUF,2022,2,63,41,32,23
TEN,2022,2,53,26,21,11
DET,2022,2,59,37,22,14
WAS,2022,2,74,53,8,5
SEA,2022,3,69,46,52,32
ATL,2022,3,52,23,41,21
BAL,2022,3,56,33,40,24
NE,2022,3,64,36,39,20
BUF,2022,3,89,66,63,46
MIA,2022,3,39,22,30,18
CIN,2022,3,64,38,19,15
NYJ,2022,3,76,56,12,6
DAL,2022,3,59,31,40,21
NYG,2022,3,67,42,51,29
DET,2022,3,75,40,50,30
MIN,2022,3,65,41,34,20
TB,2022,3,59,46,12,7
GB,2022,3,60,36,22,13
CHI,2022,3,60,22,45,16
HOU,2022,3,57,33,38,20
JAX,2022,3,74,40,45,28
LAC,2022,3,58,46,12,8
IND,2022,3,68,42,45,26
KC,2022,3,61,38,47,27
ARI,2022,3,81,60,21,12
LA,2022,3,44,26,25,13
TEN,2022,3,53,28,26,12
LV,2022,3,66,47,8,5
CAR,2022,3,59,28,16,9
NO,2022,3,64,42,13,6
WAS,2022,3,75,53,15,8
PHI,2022,3,66,38,18,11
CLE,2022,3,71,33,51,29
PIT,2022,3,55,33,42,21
SF,2022,3,52,33,39,21
DEN,2022,3,68,38,49,29
ARI,2022,4,68,34,53,29
CAR,2022,4,52,39,37,24
BUF,2022,4,60,37,19,13
BAL,2022,4,63,31,28,10
NYG,2022,4,61,17,39,14
CHI,2022,4,60,28,41,18
CLE,2022,4,71,36,34,18
ATL,2022,4,52,20,36,17
LV,2022,4,72,36,53,29
DEN,2022,4,48,28,35,19
JAX,2022,4,46,27,30,14
PHI,2022,4,75,28,42,16
KC,2022,4,77,40,14,9
TB,2022,4,59,53,6,4
HOU,2022,4,53,39,15,10
LAC,2022,4,63,40,15,8
LA,2022,4,73,55,28,18
SF,2022,4,49,27,30,15
CIN,2022,4,60,33,44,25
MIA,2022,4,60,38,34,22
MIN,2022,4,67,42,51,35
NO,2022,4,58,31,26,14
NE,2022,4,58,25,42,21
GB,2022,4,71,36,42,20
PIT,2022,4,60,29,39,19
NYJ,2022,4,67,38,46,26
SEA,2022,4,61,30,23,12
DET,2022,4,68,42,4,3
IND,2022,4,63,40,23,15
TEN,2022,4,49,24,14,7
DAL,2022,4,57,28,44,22
WAS,2022,4,71,44,37,19
TB,2022,5,73,53,41,30
ATL,2022,5,62,31,22,12
MIN,2022,5,72,43,30,16
CHI,2022,5,48,24,16,9
CIN,2022,5,59,38,36,28
BAL,2022,5,60,33,41,25
LA,2022,5,64,49,33,23
DAL,2022,5,51,19,34,15
DET,2022,5,63,37,28,9
NE,2022,5,54,21,19,7
HOU,2022,5,55,25,37,17
JAX,2022,5,72,46,48,25
IND,2022,5,72,46,49,31
DEN,2022,5,69,43,46,32
CLE,2022,5,65,34,45,22
LAC,2022,5,67,35,42,24
LV,2022,5,57,32,25,13
KC,2022,5,69,47,21,14
NYJ,2022,5,53,23,40,20
MIA,2022,5,62,36,25,12
GB,2022,5,61,41,43,28
NYG,2022,5,56,28,12,7
ARI,2022,5,67,41,40,25
PHI,2022,5,70,38,51,32
BUF,2022,5,51,36,22,15
PIT,2022,5,72,55,17,10
NO,2022,5,70,26,51,21
SEA,2022,5,50,29,41,24
SF,2022,5,59,32,31,19
CAR,2022,5,66,48,19,10
TEN,2022,5,62,30,51,26
WAS,2022,5,57,41,33,21
ARI,2022,6,71,43,42,20
SEA,2022,6,66,36,44,25
BAL,2022,6,58,34,47,27
NYG,2022,6,59,31,42,24
BUF,2022,6,70,41,51,31
KC,2022,6,61,43,50,35
CAR,2022,6,43,23,31,14
LA,2022,6,61,34,45,26
CIN,2022,6,54,41,23,18
NO,2022,6,71,37,52,24
DAL,2022,6,64,38,9,4
PHI,2022,6,67,29,27,15
LAC,2022,6,83,59,41,28
DEN,2022,6,55,32,34,23
IND,2022,6,76,59,34,30
JAX,2022,6,59,27,35,17
MIN,2022,6,49,34,38,28
MIA,2022,6,74,54,51,34
CLE,2022,6,68,50,30,17
NE,2022,6,62,36,36,22
GB,2022,6,69,49,47,31
NYJ,2022,6,50,20,37,20
ATL,2022,6,56,16,39,12
SF,2022,6,57,41,18,12
TB,2022,6,68,42,51,30
PIT,2022,6,59,32,43,27
CHI,2022,6,69,32,45,22
WAS,2022,6,54,26,42,22
CIN,2022,7,65,45,15,10
ATL,2022,7,45,16,5,2
NE,2022,7,47,29,12,5
CHI,2022,7,69,25,42,17
CLE,2022,7,56,32,31,20
BAL,2022,7,62,19,40,15
DAL,2022,7,57,27,38,19
DET,2022,7,56,31,40,20
GB,2022,7,46,34,30,20
WAS,2022,7,72,34,44,20
LV,2022,7,53,28,43,24
HOU,2022,7,65,42,41,24
TEN,2022,7,55,22,28,14
IND,2022,7,64,47,18,12
SF,2022,7,71,51,33,21
KC,2022,7,55,37,32,22
NO,2022,7,70,49,31,16
ARI,2022,7,61,32,14,7
NYG,2022,7,70,31,52,30
JAX,2022,7,66,44,45,27
NYJ,2022,7,52,29,37,23
DEN,2022,7,75,47,55,29
MIA,2022,7,61,35,37,20
PIT,2022,7,68,45,16,9
SEA,2022,7,61,29,28,15
LAC,2022,7,69,54,11,6
TB,2022,7,66,50,46,33
CAR,2022,7,50,23,35,21
MIN,2022,8,68,39,50,29
ARI,2022,8,70,48,23,13
BAL,2022,8,71,40,58,38
TB,2022,8,62,46,37,24
ATL,2022,8,66,30,39,18
CAR,2022,8,74,37,46,25
DAL,2022,8,55,28,32,17
CHI,2022,8,73,30,4,3
CIN,2022,8,50,40,21,17
CLE,2022,8,67,24,24,12
DEN,2022,8,60,32,32,21
JAX,2022,8,65,33,49,27
BUF,2022,8,53,27,23,10
GB,2022,8,63,32,12,9
LV,2022,8,55,43,16,9
NO,2022,8,63,31,17,10
DET,2022,8,57,38,43,30
MIA,2022,8,61,38,17,11
NYJ,2022,8,58,43,35,24
NE,2022,8,72,41,58,34
SEA,2022,8,61,37,45,30
NYG,2022,8,64,36,40,18
PIT,2022,8,70,46,22,15
PHI,2022,8,52,33,26,20
LA,2022,8,55,35,42,27
SF,2022,8,52,29,39,25
TEN,2022,8,57,13,40,12
HOU,2022,8,50,33,28,15
IND,2022,8,53,25,41,19
WAS,2022,8,61,33,40,18
NO,2022,9,49,34,13,8
BAL,2022,9,65,25,33,17
BUF,2022,9,61,39,45,26
NYJ,2022,9,60,27,32,16
CIN,2022,9,70,33,22,11
CAR,2022,9,48,30,6,3
DET,2022,9,57,26,40,15
GB,2022,9,69,45,33,20
NE,2022,9,61,34,25,13
IND,2022,9,60,38,17,8
ATL,2022,9,60,25,49,19
LAC,2022,9,67,43,24,18
LA,2022,9,54,31,44,27
TB,2022,9,78,58,48,32
LV,2022,9,57,38,25,18
JAX,2022,9,66,30,21,9
CHI,2022,9,70,31,27,12
MIA,2022,9,50,30,35,23
MIN,2022,9,65,43,41,28
WAS,2022,9,60,31,50,25
HOU,2022,9,57,25,42,16
PHI,2022,9,61,31,45,24
SEA,2022,9,68,36,50,31
ARI,2022,9,61,40,42,26
KC,2022,9,92,72,41,31
TEN,2022,9,47,19,19,6
LA,2022,10,59,40,26,16
ARI,2022,10,64,39,44,31
ATL,2022,10,59,34,17,7
CAR,2022,10,64,17,33,10
CLE,2022,10,61,38,29,16
MIA,2022,10,64,34,32,18
DAL,2022,10,79,48,56,34
GB,2022,10,60,22,34,12
TEN,2022,10,60,37,31,18
DEN,2022,10,72,48,54,32
CHI,2022,10,58,23,41,15
DET,2022,10,58,28,35,17
HOU,2022,10,60,41,26,15
NYG,2022,10,66,20,53,19
LV,2022,10,65,41,22,11
IND,2022,10,59,31,42,20
JAX,2022,10,61,45,18,11
KC,2022,10,61,35,22,14
LAC,2022,10,56,40,48,32
SF,2022,10,69,29,36,14
BUF,2022,10,72,45,35,18
MIN,2022,10,78,54,15,11
PIT,2022,10,78,36,53,28
NO,2022,10,45,30,23,16
TB,2022,10,68,30,34,15
SEA,2022,10,51,37,12,6
WAS,2022,10,77,30,62,24
PHI,2022,10,47,27,22,17
BAL,2022,11,65,36,46,29
CAR,2022,11,54,37,38,22
ATL,2022,11,48,18,35,16
CHI,2022,11,66,25,53,21
CIN,2022,11,63,41,49,35
PIT,2022,11,68,44,46,27
CLE,2022,11,67,42,42,22
BUF,2022,11,62,29,41,23
MIN,2022,11,54,37,17,9
DAL,2022,11,70,30,29,10
NYG,2022,11,73,47,30,14
DET,2022,11,60,26,29,15
KC,2022,11,61,35,48,28
LAC,2022,11,65,35,45,25
LA,2022,11,61,31,37,19
NO,2022,11,54,32,40,24
LV,2022,11,62,38,30,16
DEN,2022,11,62,34,44,23
NE,2022,11,59,33,48,27
NYJ,2022,11,49,26,34,17
IND,2022,11,62,36,30,16
PHI,2022,11,59,28,28,16
ARI,2022,11,71,47,30,18
SF,2022,11,55,29,36,22
TEN,2022,11,61,32,48,26
GB,2022,11,60,41,18,9
WAS,2022,11,67,27,22,10
HOU,2022,11,53,38,14,8
ATL,2022,12,55,26,42,21
WAS,2022,12,59,23,45,19
BAL,2022,12,68,34,54,28
JAX,2022,12,62,42,34,20
DET,2022,12,68,39,50,28
BUF,2022,12,74,45,49,31
NYJ,2022,12,60,30,43,25
CHI,2022,12,55,27,30,15
CIN,2022,12,62,38,48,31
TEN,2022,12,56,35,45,30
CAR,2022,12,64,19,43,15
DEN,2022,12,57,38,30,17
PHI,2022,12,78,30,53,24
GB,2022,12,48,28,25,15
HOU,2022,12,60,45,7,4
MIA,2022,12,68,45,16,12
LAC,2022,12,64,52,30,24
ARI,2022,12,64,30,50,22
KC,2022,12,72,42,37,27
LA,2022,12,54,27,25,8
LV,2022,12,77,37,51,25
SEA,2022,12,62,40,33,21
MIN,2022,12,65,39,48,29
NE,2022,12,54,41,38,26
NO,2022,12,53,31,19,11
SF,2022,12,65,38,42,29
NYG,2022,12,56,35,35,22
DAL,2022,12,68,30,53,26
PIT,2022,12,67,32,40,17
IND,2022,12,62,37,30,17
CLE,2022,12,75,41,44,25
TB,2022,12,66,46,38,24
NE,2022,13,51,37,11,6
BUF,2022,13,68,35,31,15
HOU,2022,13,62,40,42,25
CLE,2022,13,58,23,44,21
DEN,2022,13,52,24,39,17
BAL,2022,13,68,40,44,27
CHI,2022,13,49,25,35,14
GB,2022,13,62,32,17,11
DAL,2022,13,66,32,48,25
IND,2022,13,69,41,31,17
JAX,2022,13,56,37,11,6
DET,2022,13,72,43,14,9
CIN,2022,13,64,32,42,19
KC,2022,13,54,29,26,14
LV,2022,13,59,30,26,16
LAC,2022,13,73,52,46,31
MIA,2022,13,45,37,27,22
SF,2022,13,76,45,58,35
TB,2022,13,74,55,42,27
