season,week,offense,defense,startYard,result,points,plays,firstDowns
2022,11,CIN,PIT,70,Punt,0,4,1
2022,11,PIT,CIN,91,Punt,0,3,0
2022,11,CIN,PIT,59,Touchdown,7,7,3
2022,11,PIT,CIN,76,Punt,0,3,0
2022,11,CIN,PIT,77,Turnover,0,1,0
2022,11,PIT,CIN,21,Field goal,3,4,0
2022,11,CIN,PIT,58,Field goal,3,9,2
2022,11,PIT,CIN,78,Punt,0,6,1
2022,11,CIN,PIT,90,Punt,0,3,0
2022,11,PIT,CIN,47,Punt,0,4,1
2022,11,CIN,PIT,93,Touchdown,7,8,5
2022,11,PIT,CIN,73,Turnover on downs,0,4,0
2022,11,CIN,PIT,28,Field goal,3,4,0
2022,11,PIT,CIN,72,Touchdown,7,9,4
2022,11,CIN,PIT,38,End of half,0,2,0
2022,11,CLE,BUF,75,Touchdown,7,9,4
2022,11,BUF,CLE,65,Punt,0,3,0
2022,11,CLE,BUF,89,Punt,0,3,0
2022,11,BUF,CLE,32,Field goal,3,4,0
2022,11,CLE,BUF,65,Field goal,3,9,3
2022,11,BUF,CLE,69,Punt,0,3,0
2022,11,CLE,BUF,90,Turnover,0,8,3
2022,11,BUF,CLE,52,Field goal,3,11,3
2022,11,CLE,BUF,75,Punt,0,6,1
2022,11,BUF,CLE,78,Touchdown,7,11,5
2022,11,CLE,BUF,75,End of half,0,1,0
2022,11,BUF,CLE,74,Field goal,3,8,2
2022,11,CLE,BUF,75,Turnover on downs,0,8,3
2022,11,BUF,CLE,73,Touchdown,7,4,5
2022,11,CLE,BUF,75,Missed field goal,0,6,2
2022,11,BUF,CLE,76,Field goal,3,7,2
2022,11,CLE,BUF,75,Punt,0,3,0
2022,11,BUF,CLE,64,Field goal,3,9,3
2022,11,CLE,BUF,75,Touchdown,7,9,5
2022,11,BUF,CLE,42,Field goal,3,7,2
2022,11,CLE,BUF,75,Touchdown,7,8,6
2022,11,BUF,CLE,62,End of half,0,1,0
2022,11,MIN,DAL,75,Turnover,0,3,0
2022,11,DAL,MIN,27,Field goal,3,7,1
2022,11,MIN,DAL,75,Field goal,3,10,5
2022,11,DAL,MIN,75,Touchdown,7,10,5
2022,11,MIN,DAL,79,Punt,0,5,1
2022,11,DAL,MIN,83,Field goal,3,14,4
2022,11,MIN,DAL,75,Punt,0,3,0
2022,11,DAL,MIN,59,Touchdown,7,8,3
2022,11,MIN,DAL,75,Punt,0,7,2
2022,11,DAL,MIN,86,Field goal,3,5,2
2022,11,DAL,MIN,75,Touchdown,7,5,2
2022,11,MIN,DAL,75,Punt,0,3,0
2022,11,DAL,MIN,41,Touchdown,7,5,2
2022,11,MIN,DAL,79,Punt,0,6,2
2022,11,DAL,MIN,66,Punt,0,3,0
2022,11,MIN,DAL,83,Punt,0,6,3
2022,11,DAL,MIN,76,Field goal,3,9,2
2022,11,MIN,DAL,75,Punt,0,5,1
2022,11,DAL,MIN,90,Punt,0,8,2
2022,11,MIN,DAL,98,End of half,0,7,2
2022,11,NYG,DET,77,Punt,0,3,0
2022,11,DET,NYG,70,Field goal,3,11,4
2022,11,NYG,DET,75,Touchdown,7,11,5
2022,11,DET,NYG,71,Punt,0,6,1
2022,11,NYG,DET,72,Punt,0,8,2
2022,11,DET,NYG,92,Punt,0,3,0
2022,11,NYG,DET,73,Turnover,0,2,0
2022,11,DET,NYG,18,Touchdown,7,3,3
2022,11,NYG,DET,94,Punt,0,6,2
2022,11,DET,NYG,68,Touchdown,7,7,4
2022,11,NYG,DET,83,End of half,0,7,2
2022,11,DET,NYG,56,Touchdown,7,9,5
2022,11,NYG,DET,75,Turnover,0,7,1
2022,11,DET,NYG,41,Punt,0,3,0
2022,11,NYG,DET,93,Punt,0,9,3
2022,11,DET,NYG,91,Punt,0,3,0
2022,11,NYG,DET,67,Touchdown,7,9,4
2022,11,DET,NYG,75,Punt,0,7,2
2022,11,NYG,DET,80,Turnover,0,4,1
2022,11,DET,NYG,33,Touchdown,7,4,2
2022,11,NYG,DET,75,Touchdown,7,6,5
2022,11,DET,NYG,48,End of half,0,8,2
2022,11,KC,LAC,75,Field goal,3,11,3
2022,11,LAC,KC,75,Touchdown,7,3,2
2022,11,KC,LAC,75,Field goal,3,7,2
2022,11,LAC,KC,75,Field goal,3,9,2
2022,11,KC,LAC,75,Touchdown,7,7,3
2022,11,LAC,KC,67,Punt,0,5,1
2022,11,KC,LAC,79,Punt,0,3,0
2022,11,LAC,KC,70,Touchdown,7,13,6
2022,11,KC,LAC,94,Punt,0,3,0
2022,11,LAC,KC,61,Field goal,3,9,3
2022,11,KC,LAC,63,End of half,0,2,1
2022,11,LAC,KC,89,Punt,0,5,1
2022,11,KC,LAC,67,Field goal,3,9,3
2022,11,LAC,KC,75,Punt,0,3,0
2022,11,KC,LAC,86,Touchdown,7,10,4
2022,11,LAC,KC,75,Turnover,0,8,3
2022,11,KC,LAC,78,Turnover,0,6,2
2022,11,LAC,KC,64,Touchdown,7,10,4
2022,11,KC,LAC,75,Touchdown,7,6,5
2022,11,LAC,KC,75,Turnover,0,2,0
2022,11,KC,LAC,42,End of half,0,1,0
2022,11,LA,NO,75,Punt,0,3,0
2022,11,NO,LA,77,Punt,0,3,0
2022,11,LA,NO,85,Punt,0,5,1
2022,11,NO,LA,59,Field goal,3,9,2
2022,11,LA,NO,62,Touchdown,7,1,1
2022,11,NO,LA,75,Punt,0,5,1
2022,11,LA,NO,97,Punt,0,3,0
2022,11,NO,LA,49,Touchdown,7,7,4
2022,11,LA,NO,75,Turnover on downs,0,11,2
2022,11,NO,LA,64,Punt,0,3,0
2022,11,LA,NO,87,Touchdown,7,11,6
2022,11,NO,LA,75,End of half,0,1,0
2022,11,NO,LA,75,Touchdown,7,9,5
2022,11,LA,NO,75,Punt,0,3,0
2022,11,NO,LA,68,Touchdown,7,5,2
2022,11,LA,NO,75,Field goal,3,12,3
2022,11,NO,LA,75,Field goal,3,9,5
2022,11,LA,NO,75,Punt,0,6,2
2022,11,NO,LA,92,Punt,0,3,0
2022,11,LA,NO,78,Punt,0,3,0
2022,11,NO,LA,49,Punt,0,3,0
2022,11,LA,NO,74,Field goal,3,6,2
2022,11,NO,LA,44,End of half,0,1,0
2022,11,LV,DEN,74,Punt,0,8,2
2022,11,DEN,LV,92,Touchdown,7,7,5
2022,11,LV,DEN,85,Missed field goal,0,13,5
2022,11,DEN,LV,64,Field goal,3,8,2
2022,11,LV,DEN,75,Touchdown,7,8,4
2022,11,DEN,LV,86,Missed field goal,0,14,4
2022,11,DEN,LV,87,Punt,0,3,0
2022,11,LV,DEN,53,Field goal,3,5,1
2022,11,DEN,LV,75,Punt,0,6,1
2022,11,LV,DEN,67,Punt,0,6,1
2022,11,DEN,LV,72,Field goal,3,9,2
2022,11,LV,DEN,75,Punt,0,3,0
2022,11,DEN,LV,76,Punt,0,3,0
2022,11,LV,DEN,65,Field goal,3,10,3
2022,11,DEN,LV,82,Field goal,3,8,3
2022,11,LV,DEN,75,Punt,0,3,0
2022,11,DEN,LV,80,Punt,0,5,1
2022,11,LV,DEN,78,Field goal,3,7,2
2022,11,DEN,LV,75,End of half,0,3,1
2022,11,LV,DEN,67,Touchdown,7,3,2
2022,11,NE,NYJ,75,Punt,0,3,0
2022,11,NYJ,NE,75,Punt,0,3,0
2022,11,NE,NYJ,74,Punt,0,3,0
2022,11,NYJ,NE,77,Punt,0,5,1
2022,11,NE,NYJ,80,Field goal,3,14,4
2022,11,NYJ,NE,73,Field goal,3,9,2
2022,11,NE,NYJ,70,Missed field goal,0,11,3
2022,11,NYJ,NE,66,Punt,0,6,1
2022,11,NE,NYJ,86,Punt,0,3,0
2022,11,NYJ,NE,58,End of half,0,1,0
2022,11,NYJ,NE,66,Punt,0,3,0
2022,11,NE,NYJ,72,Missed field goal,0,7,2
2022,11,NYJ,NE,67,Punt,0,3,0
2022,11,NE,NYJ,85,Punt,0,5,2
2022,11,NYJ,NE,95,Punt,0,3,0
2022,11,NE,NYJ,56,Turnover on downs,0,5,1
2022,11,NYJ,NE,64,Punt,0,3,0
2022,11,NE,NYJ,72,Punt,0,5,1
2022,11,NYJ,NE,82,Punt,0,3,0
2022,11,NE,NYJ,55,Punt,0,3,0
2022,11,NYJ,NE,80,Punt,0,6,1
2022,11,NE,NYJ,66,Punt,0,3,0
2022,11,NYJ,NE,80,Opp touchdown,0,5,1
2022,11,IND,PHI,75,Touchdown,7,10,4
2022,11,PHI,IND,75,Punt,0,4,1
2022,11,IND,PHI,72,Punt,0,3,0
2022,11,PHI,IND,84,Punt,0,6,2
2022,11,IND,PHI,90,Punt,0,5,1
2022,11,PHI,IND,58,Field goal,3,15,5
2022,11,IND,PHI,75,Punt,0,5,1
2022,11,PHI,IND,80,Punt,0,3,0
2022,11,IND,PHI,55,Field goal,3,5,1
2022,11,PHI,IND,75,End of half,0,1,0
2022,11,PHI,IND,75,Turnover,0,1,0
2022,11,IND,PHI,22,Field goal,3,4,0
2022,11,PHI,IND,75,Turnover on downs,0,9,2
2022,11,IND,PHI,53,Punt,0,4,0
2022,11,PHI,IND,95,Punt,0,3,0
2022,11,IND,PHI,55,Missed field goal,0,8,2
2022,11,PHI,IND,60,Touchdown,7,5,3
2022,11,IND,PHI,75,Turnover,0,5,1
2022,11,PHI,IND,57,Turnover,0,3,1
2022,11,IND,PHI,66,Field goal,3,11,3
2022,11,PHI,IND,75,Touchdown,7,11,4
2022,11,IND,PHI,75,Turnover on downs,0,6,1
2022,11,PHI,IND,33,End of half,0,1,0
2022,11,ARI,SF,75,Punt,0,3,0
2022,11,SF,ARI,63,Punt,0,3,0
2022,11,ARI,SF,80,Field goal,3,11,3
2022,11,SF,ARI,75,Punt,0,4,1
2022,11,ARI,SF,96,Punt,0,6,1
2022,11,SF,ARI,82,Touchdown,7,9,5
2022,11,ARI,SF,75,Turnover,0,8,2
2022,11,SF,ARI,46,Touchdown,7,3,1
2022,11,ARI,SF,75,Touchdown,7,9,4
2022,11,SF,ARI,75,Field goal,3,10,4
2022,11,ARI,SF,75,End of half,0,3,1
2022,11,SF,ARI,75,Touchdown,7,8,4
2022,11,ARI,SF,75,Turnover on downs,0,8,2
2022,11,SF,ARI,58,Punt,0,3,0
2022,11,ARI,SF,88,Punt,0,3,0
2022,11,SF,ARI,47,Touchdown,7,6,3
2022,11,ARI,SF,75,Turnover on downs,0,6,1
2022,11,ARI,SF,75,Punt,0,5,1
2022,11,SF,ARI,89,Punt,0,3,0
2022,11,ARI,SF,66,Turnover,0,10,4
2022,11,SF,ARI,80,End of half,0,4,1
2022,11,TEN,GB,83,Touchdown,7,8,4
2022,11,GB,TEN,88,Punt,0,3,0
2022,11,TEN,GB,61,Punt,0,3,0
2022,11,GB,TEN,78,Touchdown,7,11,5
2022,11,TEN,GB,67,Turnover on downs,0,18,5
2022,11,GB,TEN,94,Punt,0,3,0
2022,11,TEN,GB,41,Touchdown,7,9,4
2022,11,GB,TEN,78,End of half,0,3,1
2022,11,GB,TEN,72,Field goal,3,13,4
2022,11,TEN,GB,91,Touchdown,7,6,3
2022,11,GB,TEN,69,Touchdown,7,7,3
2022,11,TEN,GB,63,Touchdown,7,5,3
2022,11,GB,TEN,77,Punt,0,3,0
2022,11,TEN,GB,63,Turnover,0,5,1
2022,11,GB,TEN,66,Punt,0,3,0
2022,11,TEN,GB,87,Punt,0,3,0
2022,11,GB,TEN,44,Turnover on downs,0,4,0
2022,11,TEN,GB,62,Punt,0,3,0
2022,11,GB,TEN,81,Turnover on downs,0,10,2
2022,11,TEN,GB,56,End of half,0,4,1
2022,11,WAS,HOU,76,Punt,0,3,0
2022,11,HOU,WAS,68,Opp touchdown,0,2,0
2022,11,HOU,WAS,75,Punt,0,3,0
2022,11,WAS,HOU,58,Punt,0,3,0
2022,11,HOU,WAS,75,Punt,0,3,0
2022,11,WAS,HOU,82,Punt,0,7,2
2022,11,HOU,WAS,80,Punt,0,6,1
2022,11,WAS,HOU,85,Touchdown,7,9,6
2022,11,HOU,WAS,75,Punt,0,3,0
2022,11,WAS,HOU,61,Field goal,3,10,3
2022,11,HOU,WAS,75,Punt,0,3,0
2022,11,WAS,HOU,67,Field goal,3,11,3
2022,11,HOU,WAS,75,End of half,0,1,0
2022,11,HOU,WAS,75,Field goal,3,11,4
2022,11,WAS,HOU,69,Punt,0,6,1
2022,11,HOU,WAS,94,Punt,0,6,1
2022,11,WAS,HOU,46,Field goal,3,10,2
2022,11,HOU,WAS,75,Turnover,0,6,1
2022,11,WAS,HOU,97,Punt,0,4,1
2022,11,HOU,WAS,55,Touchdown,7,11,4
2022,11,WAS,HOU,42,End of half,0,7,2
2022,12,ATL,WAS,75,Field goal,3,11,3
2022,12,WAS,ATL,74,Touchdown,7,7,4
2022,12,ATL,WAS,79,Punt,0,4,1
2022,12,WAS,ATL,82,Punt,0,5,1
2022,12,ATL,WAS,77,Touchdown,7,11,6
2022,12,WAS,ATL,71,Field goal,3,14,4
2022,12,ATL,WAS,85,Turnover on downs,0,5,1
2022,12,WAS,ATL,47,Turnover,0,1,0
2022,12,ATL,WAS,56,Missed field goal,0,3,1
2022,12,WAS,ATL,75,Punt,0,6,1
2022,12,ATL,WAS,95,Punt,0,3,0
2022,12,WAS,ATL,60,Touchdown,7,11,5
2022,12,ATL,WAS,75,Field goal,3,8,2
2022,12,WAS,ATL,75,Field goal,3,11,4
2022,12,ATL,WAS,75,Punt,0,3,0
2022,12,WAS,ATL,60,Punt,0,3,0
2022,12,ATL,WAS,84,Turnover,0,10,4
2022,12,WAS,ATL,80,End of half,0,4,1
2022,12,BAL,JAX,75,Field goal,3,11,3
2022,12,JAX,BAL,75,Turnover on downs,0,6,1
2022,12,JAX,BAL,75,Punt,0,3,0
2022,12,BAL,JAX,80,Turnover,0,7,1
2022,12,BAL,JAX,75,Field goal,3,12,3
2022,12,JAX,BAL,75,Field goal,3,12,4
2022,12,BAL,JAX,71,End of half,0,1,0
2022,12,JAX,BAL,75,Punt,0,3,0
2022,12,BAL,JAX,80,Field goal,3,10,4
2022,12,JAX,BAL,75,Punt,0,3,0
2022,12,BAL,JAX,98,Punt,0,8,4
2022,12,JAX,BAL,80,Turnover,0,4,1
2022,12,BAL,JAX,25,Touchdown,7,7,3
2022,12,JAX,BAL,75,Touchdown,7,14,5
2022,12,BAL,JAX,94,Turnover,0,1,0
2022,12,JAX,BAL,16,Field goal,3,4,0
2022,12,BAL,JAX,75,Touchdown,7,6,3
2022,12,JAX,BAL,75,Touchdown,7,10,4
2022,12,BAL,JAX,61,Missed field goal,0,2,1
2022,12,DET,BUF,76,Punt,0,3,0
2022,12,BUF,DET,81,Punt,0,3,0
2022,12,DET,BUF,61,Touchdown,7,12,5
2022,12,BUF,DET,75,Touchdown,7,10,4
2022,12,DET,BUF,72,Turnover,0,7,2
2022,12,BUF,DET,58,Touchdown,7,10,4
2022,12,DET,BUF,76,Touchdown,7,15,5
2022,12,BUF,DET,75,Field goal,3,10,3
2022,12,BUF,DET,75,Turnover,0,10,4
2022,12,DET,BUF,92,Safety,0,3,0
2022,12,BUF,DET,65,Punt,0,4,1
2022,12,DET,BUF,86,Missed field goal,0,9,3
2022,12,BUF,DET,80,Punt,0,3,0
2022,12,DET,BUF,35,Touchdown,7,5,3
2022,12,BUF,DET,75,Punt,0,8,2
2022,12,DET,BUF,91,Punt,0,5,2
2022,12,BUF,DET,90,Touchdown,7,14,8
2022,12,DET,BUF,75,Field goal,3,10,2
2022,12,BUF,DET,75,Field goal,3,4,2
2022,12,NYJ,CHI,75,Touchdown,7,9,5
2022,12,CHI,NYJ,75,Field goal,3,9,2
2022,12,NYJ,CHI,84,Punt,0,3,0
2022,12,CHI,NYJ,71,Touchdown,7,9,4
2022,12,NYJ,CHI,75,Turnover on downs,0,10,2
2022,12,CHI,NYJ,82,Punt,0,3,0
2022,12,NYJ,CHI,78,Touchdown,7,4,2
2022,12,CHI,NYJ,75,Punt,0,3,0
2022,12,NYJ,CHI,73,Field goal,3,9,2
2022,12,CHI,NYJ,75,End of half,0,1,0
2022,12,CHI,NYJ,75,Punt,0,3,0
2022,12,NYJ,CHI,63,Punt,0,3,0
2022,12,CHI,NYJ,99,Punt,0,4,1
2022,12,NYJ,CHI,53,Touchdown,7,6,3
2022,12,CHI,NYJ,75,Punt,0,4,1
2022,12,NYJ,CHI,79,Touchdown,7,4,3
2022,12,CHI,NYJ,75,Turnover on downs,0,13,3
2022,12,NYJ,CHI,73,Missed field goal,0,7,2
2022,12,CHI,NYJ,57,Turnover,0,8,3
2022,12,NYJ,CHI,97,End of half,0,9,3
2022,12,CIN,TEN,75,Punt,0,7,2
2022,12,TEN,CIN,82,Punt,0,7,2
2022,12,CIN,TEN,96,Punt,0,3,0
2022,12,TEN,CIN,60,Punt,0,3,0
2022,12,CIN,TEN,90,Punt,0,3,0
2022,12,TEN,CIN,54,Field goal,3,10,2
2022,12,CIN,TEN,75,Field goal,3,7,2
2022,12,TEN,CIN,75,Touchdown,7,1,1
2022,12,CIN,TEN,76,Punt,0,3,0
2022,12,TEN,CIN,69,Punt,0,3,0
2022,12,CIN,TEN,92,Touchdown,7,9,5
2022,12,TEN,CIN,75,Missed field goal,0,10,4
2022,12,CIN,TEN,75,End of half,0,1,0
2022,12,TEN,CIN,82,Punt,0,3,0
2022,12,CIN,TEN,45,Punt,0,3,0
2022,12,TEN,CIN,90,Punt,0,6,1
2022,12,CIN,TEN,80,Field goal,3,14,4
2022,12,TEN,CIN,75,Field goal,3,5,2
2022,12,CIN,TEN,75,Touchdown,7,6,4
2022,12,TEN,CIN,75,Field goal,3,12,3
2022,12,CIN,TEN,75,End of half,0,12,4
2022,12,CAR,DEN,75,Punt,0,4,1
2022,12,DEN,CAR,95,Punt,0,3,0
2022,12,CAR,DEN,41,Punt,0,3,0
2022,12,DEN,CAR,88,Punt,0,3,0
2022,12,CAR,DEN,71,Touchdown,7,11,5
2022,12,DEN,CAR,75,Punt,0,5,1
2022,12,DEN,CAR,27,Field goal,3,5,1
2022,12,CAR,DEN,75,Field goal,3,10,3
2022,12,DEN,CAR,75,Turnover,0,3,1
2022,12,CAR,DEN,79,Punt,0,3,0
2022,12,DEN,CAR,85,Punt,0,5,1
2022,12,CAR,DEN,83,Punt,0,3,0
2022,12,DEN,CAR,71,Missed field goal,0,5,2
2022,12,DEN,CAR,75,Punt,0,3,0
2022,12,CAR,DEN,72,Touchdown,7,10,5
2022,12,DEN,CAR,72,Punt,0,6,1
2022,12,CAR,DEN,85,Punt,0,3,0
2022,12,DEN,CAR,91,Punt,0,3,0
2022,12,CAR,DEN,75,Field goal,3,7,2
2022,12,CAR,DEN,35,Field goal,3,7,1
2022,12,DEN,CAR,77,Touchdown,7,14,7
2022,12,CAR,DEN,43,Turnover on downs,0,4,0
2022,12,DEN,CAR,57,Turnover on downs,0,4,0
2022,12,CAR,DEN,43,End of half,0,7,2
2022,12,PHI,GB,75,Touchdown,7,10,4
2022,12,GB,PHI,91,Turnover,0,3,0
2022,12,PHI,GB,29,Touchdown,7,3,2
2022,12,GB,PHI,59,Touchdown,7,4,3
2022,12,PHI,GB,72,Turnover on downs,0,4,0
2022,12,GB,PHI,37,Touchdown,7,5,2
2022,12,PHI,GB,75,Touchdown,7,7,3
2022,12,GB,PHI,75,Turnover,0,6,3
2022,12,PHI,GB,78,Turnover,0,6,3
2022,12,GB,PHI,13,Touchdown,7,3,1
2022,12,PHI,GB,72,Punt,0,3,0
2022,12,GB,PHI,82,Punt,0,5,1
2022,12,PHI,GB,71,Touchdown,7,9,4
2022,12,GB,PHI,75,End of half,0,1,0
2022,12,GB,PHI,53,Punt,0,3,0
2022,12,PHI,GB,86,Touchdown,7,11,5
2022,12,GB,PHI,75,Field goal,3,10,5
2022,12,PHI,GB,74,Field goal,3,14,4
2022,12,GB,PHI,75,Touchdown,7,4,2
2022,12,PHI,GB,79,Field goal,3,10,3
2022,12,GB,PHI,53,Field goal,3,7,2
2022,12,PHI,GB,44,End of half,0,4,1
2022,12,HOU,MIA,75,Punt,0,3,0
2022,12,MIA,HOU,66,Field goal,3,9,3
2022,12,HOU,MIA,90,Punt,0,4,1
2022,12,MIA,HOU,59,Touchdown,7,8,4
2022,12,HOU,MIA,75,Punt,0,5,1
2022,12,MIA,HOU,91,Punt,0,7,2
2022,12,HOU,MIA,80,Turnover,0,2,0
2022,12,MIA,HOU,3,Touchdown,7,1,1
2022,12,HOU,MIA,75,Punt,0,3,0
2022,12,MIA,HOU,77,Field goal,3,10,4
2022,12,HOU,MIA,75,Opp touchdown,0,3,0
2022,12,HOU,MIA,84,Punt,0,5,1
2022,12,MIA,HOU,88,Field goal,3,11,5
2022,12,MIA,HOU,75,Punt,0,6,2
2022,12,HOU,MIA,74,Punt,0,3,0
2022,12,MIA,HOU,70,Punt,0,3,0
2022,12,HOU,MIA,64,Touchdown,7,6,5
2022,12,MIA,HOU,75,Turnover,0,6,2
2022,12,MIA,HOU,75,Punt,0,3,1
2022,12,HOU,MIA,67,Field goal,3,8,2
2022,12,MIA,HOU,75,Punt,0,3,0
2022,12,HOU,MIA,59,Punt,0,4,0
2022,12,MIA,HOU,79,Punt,0,3,0
2022,12,HOU,MIA,60,Turnover,0,7,1
2022,12,MIA,HOU,64,End of half,0,5,1
2022,12,LAC,ARI,75,Punt,0,6,1
2022,12,ARI,LAC,88,Turnover,0,3,2
2022,12,LAC,ARI,47,Punt,0,3,0
2022,12,ARI,LAC,82,Touchdown,7,10,4
2022,12,LAC,ARI,75,Punt,0,3,0
2022,12,ARI,LAC,44,Field goal,3,7,1
2022,12,LAC,ARI,75,Touchdown,7,11,6
2022,12,ARI,LAC,75,Turnover,0,4,0
2022,12,LAC,ARI,56,Touchdown,7,5,3
2022,12,ARI,LAC,75,Touchdown,7,14,6
2022,12,LAC,ARI,75,End of half,0,1,0
2022,12,ARI,LAC,75,Missed field goal,0,6,2
2022,12,LAC,ARI,61,Field goal,3,14,4
2022,12,ARI,LAC,75,Touchdown,7,11,5
2022,12,LAC,ARI,75,Punt,0,4,1
2022,12,ARI,LAC,94,Punt,0,3,0
2022,12,LAC,ARI,61,Punt,0,3,0
2022,12,ARI,LAC,75,Punt,0,3,0
2022,12,LAC,ARI,78,Punt,0,8,3
2022,12,ARI,LAC,90,Punt,0,3,0
2022,12,LAC,ARI,38,Touchdown,7,7,4
2022,12,ARI,LAC,68,End of half,0,2,0
2022,12,KC,LA,75,Punt,0,5,1
2022,12,LA,KC,96,Punt,0,3,0
2022,12,LA,KC,43,Punt,0,3,0
2022,12,KC,LA,90,Touchdown,7,9,5
2022,12,LA,KC,75,Field goal,3,10,3
2022,12,KC,LA,75,Field goal,3,12,5
2022,12,LA,KC,75,Punt,0,10,2
2022,12,KC,LA,96,Field goal,3,13,5
2022,12,LA,KC,77,End of half,0,1,0
2022,12,LA,KC,75,Punt,0,3,0
2022,12,KC,LA,71,Touchdown,7,12,6
2022,12,LA,KC,75,Touchdown,7,14,5
2022,12,KC,LA,75,Turnover,0,12,5
2022,12,LA,KC,80,Turnover,0,2,0
2022,12,KC,LA,9,Field goal,3,4,0
2022,12,LA,KC,73,Turnover,0,4,1
2022,12,KC,LA,27,Field goal,3,9,2
2022,12,LA,KC,84,End of half,0,6,2
2022,12,LV,SEA,80,Turnover,0,1,0
2022,12,SEA,LV,12,Touchdown,7,2,1
2022,12,LV,SEA,75,Touchdown,7,11,4
2022,12,SEA,LV,64,Punt,0,5,1
2022,12,LV,SEA,76,Turnover,0,2,0
2022,12,SEA,LV,35,Field goal,3,5,1
2022,12,LV,SEA,76,Punt,0,3,0
2022,12,SEA,LV,63,Field goal,3,8,2
2022,12,LV,SEA,61,Touchdown,7,6,3
2022,12,SEA,LV,75,Turnover,0,3,1
2022,12,LV,SEA,30,Touchdown,7,1,1
2022,12,SEA,LV,75,Touchdown,7,7,4
2022,12,LV,SEA,75,Field goal,3,13,4
2022,12,SEA,LV,75,End of half,0,1,0
2022,12,SEA,LV,75,Touchdown,7,7,4
2022,12,LV,SEA,75,Field goal,3,11,4
2022,12,SEA,LV,75,Punt,0,3,0
2022,12,LV,SEA,82,Punt,0,5,1
2022,12,SEA,LV,91,Turnover,0,9,4
2022,12,LV,SEA,73,Turnover on downs,0,6,1
2022,12,SEA,LV,47,Touchdown,7,7,3
2022,12,LV,SEA,75,Touchdown,7,10,5
2022,12,SEA,LV,75,Punt,0,5,1
2022,12,LV,SEA,91,End of half,0,2,1
2022,12,LV,SEA,75,Missed field goal,0,8,2
