season,week,offense,defense,down,togo,yardline,margin,seconds,playType,player,passer,airYards,caught,yards,touchdown,shotgun,manZone,coverage,rushers,shell,box,afterCatch
2024,11,CHI,GB,2,8,54,5,322,pass,00-0030279,00-0039918,4,0,0,0,1,man,cover_1,7,nickel,6,0
2024,11,CHI,GB,3,8,54,5,318,pass,00-0039919,00-0039918,5,1,5,0,1,man,cover_1,7,nickel,6,0
2024,11,GB,CHI,1,10,78,-5,257,run,00-0035700,,,,4,0,1,,,,nickel,6,
2024,11,GB,CHI,2,6,74,-5,220,pass,00-0038124,00-0036264,19,1,60,0,1,man,cover_1,6,nickel,6,41
2024,11,GB,CHI,1,10,14,-5,192,run,00-0036264,,,,13,0,1,man,cover_1,4,nickel,6,
2024,11,GB,CHI,1,1,1,-5,182,run,00-0036264,,,,1,1,0,,,,base,7,
2024,11,GB,CHI,0,0,2,1,179,run,00-0035700,,,,0,0,0,,,,nickel,6,
2024,11,CHI,GB,1,10,70,-1,179,pass,,00-0039918,0,0,-1,0,1,zone,cover_6,4,nickel,6,0
2024,11,CHI,GB,2,11,71,-1,154,pass,,00-0039918,0,0,-8,0,1,zone,cover_3,4,nickel,6,0
2024,11,CHI,GB,3,19,79,-1,120,pass,00-0039919,00-0039918,16,1,16,0,1,zone,cover_4,4,nickel,4,0
2024,11,CHI,GB,4,3,63,-1,93,pass,00-0039919,00-0039918,20,1,21,0,1,man,cover_1,5,nickel,7,1
2024,11,CHI,GB,1,10,42,-1,53,pass,00-0030279,00-0039918,12,1,12,0,1,man,cover_0,7,nickel,6,0
2024,11,CHI,GB,1,10,30,-1,35,run,00-0039021,,,,2,0,1,,,,nickel,7,
2024,11,HOU,DAL,1,15,82,0,3584,run,00-0033897,,,,1,0,0,,,,base,7,
2024,11,HOU,DAL,1,10,76,0,3566,pass,00-0030431,00-0039163,6,1,7,0,0,man,cover_1,5,base,7,1
2024,11,HOU,DAL,2,3,69,0,3531,pass,00-0038977,00-0039163,10,0,0,0,1,man,cover_1,4,nickel,6,0
2024,11,HOU,DAL,3,3,69,0,3527,pass,00-0034383,00-0039163,4,1,8,0,1,zone,cover_9,4,nickel,7,4
2024,11,HOU,DAL,1,10,61,0,3501,pass,00-0037614,00-0039163,13,1,16,0,1,zone,cover_2,4,nickel,7,3
2024,11,HOU,DAL,1,10,45,0,3470,run,00-0033897,,,,45,1,0,,,,nickel,6,
2024,11,DAL,HOU,1,10,82,-7,3456,run,00-0036139,,,,3,0,1,,,,nickel,7,
2024,11,DAL,HOU,2,7,79,-7,3427,pass,00-0036358,00-0033662,-2,1,11,0,1,zone,cover_2,4,nickel,7,13
2024,11,DAL,HOU,1,10,68,-7,3390,pass,00-0036139,00-0033662,-7,0,0,0,1,man,cover_1,4,base,7,0
2024,11,DAL,HOU,2,10,68,-7,3385,run,00-0036139,,,,1,0,1,,,,base,6,
2024,11,DAL,HOU,3,9,67,-7,3347,pass,00-0037666,00-0033662,6,0,0,0,1,zone,cover_2,4,dime,6,0
2024,11,DAL,HOU,4,9,67,-7,3341,pass,00-0037578,00-0029692,4,1,4,0,0,man,cover_0,,base,,0
2024,11,HOU,DAL,1,10,37,7,3336,run,00-0039163,,,,3,0,0,man,2_man,4,base,6,
2024,11,HOU,DAL,2,7,34,7,3294,pass,,00-0039163,0,0,-7,0,1,zone,cover_2,4,base,6,0
2024,11,HOU,DAL,3,14,41,7,3249,pass,00-0033854,00-0039163,-3,1,11,0,1,zone,cover_2,4,nickel,6,14
2024,11,HOU,DAL,4,3,30,7,3212,pass,00-0036554,00-0039163,18,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,1,10,67,-7,3202,pass,00-0038041,00-0033662,3,1,11,0,1,zone,cover_6,4,nickel,6,8
2024,11,DAL,HOU,1,10,56,-7,3171,run,00-0036358,,,,13,0,0,,,,nickel,8,
2024,11,DAL,HOU,1,10,43,-7,3129,run,00-0036139,,,,-2,0,1,,,,nickel,8,
2024,11,DAL,HOU,2,12,45,-7,3094,run,00-0036139,,,,4,0,1,,,,nickel,6,
2024,11,DAL,HOU,3,8,41,-7,3058,pass,00-0036358,00-0033662,11,0,0,0,1,man,cover_1,6,nickel,6,0
2024,11,HOU,DAL,1,10,63,7,3049,run,00-0037258,,,,2,0,0,,,,base,8,
2024,11,HOU,DAL,2,8,61,7,3008,pass,00-0034383,00-0039163,4,0,0,0,1,man,cover_1,5,nickel,6,0
2024,11,HOU,DAL,3,3,56,7,2999,pass,00-0036554,00-0039163,6,1,11,0,1,man,cover_1,5,nickel,6,5
2024,11,HOU,DAL,1,10,45,7,2960,pass,00-0038977,00-0039163,21,1,26,0,1,man,cover_1,4,nickel,7,5
2024,11,HOU,DAL,1,10,19,7,2937,pass,00-0036554,00-0039163,-1,1,3,0,0,zone,cover_2,4,base,6,4
2024,11,HOU,DAL,2,7,16,7,2898,run,00-0033897,,,,5,0,0,,,,base,8,
2024,11,HOU,DAL,3,2,11,7,2857,run,00-0033897,,,,1,0,0,,,,nickel,6,
2024,11,HOU,DAL,4,1,10,7,2814,run,00-0033897,,,,9,0,0,,,,base,8,
2024,11,HOU,DAL,1,1,1,7,2773,run,00-0033897,,,,0,0,0,,,,,11,
2024,11,HOU,DAL,2,1,1,7,2754,run,00-0033897,,,,1,1,0,,,,nickel,8,
2024,11,DAL,HOU,1,10,64,-14,2746,pass,00-0036358,00-0033662,3,1,3,0,1,zone,cover_2,4,nickel,7,0
2024,11,DAL,HOU,2,7,61,-14,2715,run,00-0036139,,,,2,0,0,,,,nickel,8,
2024,11,DAL,HOU,3,10,64,-14,2700,pass,00-0037801,00-0033662,8,1,64,1,1,man,cover_1,4,dime,5,56
2024,11,HOU,DAL,1,10,92,7,2683,run,00-0033897,,,,9,0,1,,,,base,6,
2024,11,HOU,DAL,2,5,87,7,2635,pass,00-0030431,00-0039163,5,1,6,0,1,man,2_man,4,base,6,1
2024,11,HOU,DAL,1,10,81,7,2592,pass,00-0034383,00-0039163,7,1,12,0,1,zone,cover_2,4,nickel,6,5
2024,11,HOU,DAL,1,10,69,7,2554,run,00-0033897,,,,1,0,0,,,,nickel,7,
2024,11,HOU,DAL,2,9,68,7,2510,pass,00-0033897,00-0039163,-3,1,37,0,0,zone,cover_2,4,nickel,7,40
2024,11,HOU,DAL,1,10,16,7,2481,pass,00-0039359,00-0039163,-3,1,3,0,0,zone,cover_2,4,nickel,7,6
2024,11,HOU,DAL,2,7,13,7,2439,run,00-0038977,,,,4,0,0,,,,nickel,7,
2024,11,HOU,DAL,3,3,9,7,2392,run,00-0033897,,,,-1,0,1,,,,nickel,7,
2024,11,DAL,HOU,1,10,70,-10,2350,pass,00-0036358,00-0033662,15,1,13,0,0,zone,cover_3,4,base,8,-2
2024,11,DAL,HOU,1,10,57,-10,2322,pass,00-0038547,00-0033662,5,1,6,0,1,zone,cover_6,4,nickel,7,1
2024,11,DAL,HOU,2,4,51,-10,2288,run,00-0036139,,,,-2,0,0,,,,nickel,8,
2024,11,DAL,HOU,3,6,53,-10,2251,pass,00-0039530,00-0033662,5,1,17,0,1,man,2_man,4,nickel,6,12
2024,11,DAL,HOU,1,10,36,-10,2216,pass,00-0039530,00-0033662,14,0,0,0,1,zone,cover_3,5,nickel,7,0
2024,11,DAL,HOU,2,10,36,-10,2211,pass,00-0036139,00-0033662,-6,1,1,0,1,zone,cover_2,4,nickel,6,7
2024,11,DAL,HOU,3,9,35,-10,2164,pass,00-0037666,00-0033662,-4,0,0,0,1,man,cover_1,5,dime,7,0
2024,11,HOU,DAL,1,10,70,7,2155,pass,00-0039359,00-0039163,3,1,12,0,0,zone,cover_2,3,base,7,9
2024,11,HOU,DAL,1,10,58,7,2129,pass,00-0033897,00-0039163,-7,0,0,0,1,man,cover_1,5,nickel,6,0
2024,11,HOU,DAL,2,10,58,7,2125,run,00-0033897,,,,0,0,0,,,,nickel,7,
2024,11,HOU,DAL,3,10,58,7,2081,pass,00-0036554,00-0039163,-4,1,7,0,1,zone,cover_3,6,nickel,7,11
2024,11,DAL,HOU,1,10,80,-7,2035,run,00-0036139,,,,9,0,1,,,,nickel,6,
2024,11,DAL,HOU,2,1,71,-7,2001,run,00-0036139,,,,3,0,1,,,,nickel,7,
2024,11,DAL,HOU,1,10,68,-7,1970,pass,00-0038547,00-0033662,4,1,8,0,1,zone,cover_2,4,nickel,7,4
2024,11,DAL,HOU,2,2,60,-7,1936,pass,00-0036139,00-0033662,-5,1,5,0,1,zone,cover_2,4,nickel,7,10
2024,11,DAL,HOU,1,10,50,-7,1915,pass,,00-0033662,-5,0,0,0,1,zone,cover_2,4,nickel,7,0
2024,11,DAL,HOU,1,10,45,-7,1907,pass,00-0036139,00-0033662,2,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,2,10,45,-7,1902,pass,00-0036358,00-0033662,6,1,5,0,1,zone,cover_2,4,nickel,6,-1
2024,11,DAL,HOU,3,5,40,-7,1894,pass,00-0039410,00-0033662,15,1,15,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,1,10,25,-7,1874,pass,00-0038547,00-0033662,1,1,1,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,2,9,24,-7,1870,pass,00-0036139,00-0033662,3,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,3,9,24,-7,1866,run,00-0033662,,,,2,0,1,man,2_man,4,nickel,6,
2024,11,HOU,DAL,1,10,70,7,1856,pass,00-0036554,00-0039163,5,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,HOU,DAL,2,10,70,7,1852,pass,00-0038977,00-0039163,3,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,HOU,DAL,3,10,70,7,1848,pass,,00-0039163,-7,0,0,0,1,zone,cover_2,4,nickel,5,0
2024,11,DAL,HOU,1,10,82,-7,1837,pass,00-0033045,00-0033662,-7,1,5,0,1,man,2_man,4,nickel,6,12
2024,11,DAL,HOU,2,5,77,-7,1830,pass,00-0039530,00-0033662,-2,1,7,0,1,zone,cover_3,4,nickel,6,9
2024,11,DAL,HOU,1,10,70,-7,1821,pass,00-0039410,00-0033662,20,0,0,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,2,10,70,-7,1815,pass,00-0037666,00-0033662,20,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,3,10,70,-7,1809,pass,00-0039062,00-0033662,6,0,0,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,4,10,70,-7,1805,pass,,00-0033662,35,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,1,10,70,-7,1800,run,00-0036139,,,,1,0,0,,,,base,9,
2024,11,DAL,HOU,2,9,69,-7,1766,pass,,00-0033662,0,0,-4,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,3,13,73,-7,1722,pass,00-0036358,00-0033662,4,1,8,0,1,man,cover_0,6,nickel,6,4
2024,11,HOU,DAL,1,10,75,7,1672,pass,00-0038977,00-0039163,-5,1,4,0,1,zone,cover_2,4,nickel,6,9
2024,11,HOU,DAL,2,6,71,7,1636,pass,00-0038977,00-0039163,12,1,12,0,1,zone,cover_6,4,nickel,5,0
2024,11,HOU,DAL,1,10,59,7,1599,run,00-0039163,,,,3,0,0,zone,cover_2,4,nickel,6,
2024,11,HOU,DAL,2,7,56,7,1560,pass,00-0037614,00-0039163,-2,1,7,0,1,zone,cover_2,4,nickel,6,9
2024,11,HOU,DAL,1,10,49,7,1521,run,00-0033897,,,,4,0,1,,,,base,7,
2024,11,HOU,DAL,2,6,45,7,1480,pass,00-0036554,00-0039163,17,1,33,0,1,man,cover_1,4,nickel,7,16
2024,11,HOU,DAL,1,10,12,7,1434,pass,00-0034383,00-0039163,0,1,2,0,1,man,2_man,4,nickel,7,2
2024,11,HOU,DAL,2,18,20,7,1371,pass,00-0037614,00-0039163,5,1,10,0,1,man,cover_1,4,nickel,5,5
2024,11,HOU,DAL,3,8,10,7,1331,pass,00-0033897,00-0039163,4,0,0,0,1,man,cover_0,6,nickel,6,0
2024,11,DAL,HOU,1,10,70,-10,1325,pass,00-0036358,00-0033662,-4,1,11,0,1,zone,cover_2,4,nickel,7,15
2024,11,DAL,HOU,1,10,59,-10,1292,pass,00-0038622,00-0033662,-4,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,2,10,59,-10,1288,pass,00-0038547,00-0033662,13,1,13,0,1,man,2_man,4,nickel,6,0
2024,11,DAL,HOU,1,10,46,-10,1253,run,00-0038622,,,,3,0,1,,,,nickel,6,
2024,11,DAL,HOU,2,7,43,-10,1220,pass,00-0039530,00-0033662,4,1,7,0,1,zone,cover_2,4,nickel,6,3
2024,11,DAL,HOU,1,10,36,-10,1182,pass,00-0036358,00-0033662,3,0,0,0,0,man,cover_1,4,base,7,0
2024,11,DAL,HOU,2,20,46,-10,1171,pass,00-0038547,00-0033662,12,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,3,20,46,-10,1166,pass,00-0036358,00-0033662,17,0,0,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,1,10,31,-10,1156,pass,00-0037666,00-0033662,9,1,15,0,1,zone,cover_3,4,nickel,6,6
2024,11,DAL,HOU,1,10,16,-10,1115,run,00-0033662,,,,0,0,1,,,,nickel,6,
2024,11,DAL,HOU,2,15,21,-10,1074,pass,00-0038547,00-0033662,14,0,0,0,1,man,2_man,4,nickel,6,0
2024,11,DAL,HOU,3,15,21,-10,1069,pass,00-0036358,00-0033662,13,1,13,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,4,2,8,-10,1038,pass,00-0039062,00-0033662,8,0,0,0,1,zone,cover_2,4,nickel,7,0
2024,11,HOU,DAL,1,10,92,10,1033,run,00-0033897,,,,5,0,0,,,,base,6,
2024,11,HOU,DAL,2,5,87,10,988,run,00-0033897,,,,0,0,0,,,,base,8,
2024,11,HOU,DAL,3,5,87,10,946,pass,00-0038977,00-0039163,12,1,12,0,1,zone,cover_3,5,nickel,7,0
2024,11,HOU,DAL,1,10,75,10,922,pass,00-0034383,00-0039163,5,1,7,0,1,zone,cover_3,4,nickel,7,2
2024,11,HOU,DAL,2,3,68,10,900,run,00-0033897,,,,2,0,0,,,,nickel,5,
2024,11,HOU,DAL,3,1,66,10,881,pass,00-0038977,00-0039163,14,0,0,0,0,zone,cover_2,4,nickel,7,0
2024,11,DAL,HOU,1,10,93,-10,866,pass,00-0036358,00-0033662,23,1,29,0,1,man,cover_1,5,nickel,6,6
2024,11,DAL,HOU,1,15,69,-10,799,run,00-0036139,,,,9,0,1,,,,nickel,6,
2024,11,DAL,HOU,2,6,60,-10,764,pass,,00-0033662,0,0,-7,1,1,zone,cover_3,4,nickel,7,0
2024,11,DAL,HOU,1,10,70,-17,751,pass,00-0038547,00-0033662,4,1,4,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,1,10,51,-17,730,pass,00-0038547,00-0033662,1,0,0,0,1,zone,cover_6,4,nickel,6,0
2024,11,DAL,HOU,2,10,51,-17,725,pass,00-0038547,00-0033662,16,0,0,0,1,zone,cover_3,4,nickel,6,0
2024,11,DAL,HOU,3,10,51,-17,720,pass,00-0036358,00-0033662,6,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,HOU,DAL,1,10,81,17,686,run,00-0039163,,,,20,0,0,man,cover_1,5,base,6,
2024,11,HOU,DAL,1,10,61,17,645,pass,00-0036554,00-0039163,20,0,0,0,0,zone,cover_3,4,base,7,0
2024,11,HOU,DAL,2,10,61,17,639,pass,00-0034383,00-0039163,3,1,4,0,0,zone,cover_3,4,nickel,6,1
2024,11,HOU,DAL,3,6,57,17,596,pass,00-0034383,00-0039163,5,0,0,0,1,man,2_man,4,dime,6,0
2024,11,DAL,HOU,1,10,91,-17,585,pass,00-0037666,00-0033662,6,1,6,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,2,4,85,-17,566,pass,,00-0033662,0,0,-9,0,1,man,cover_1,4,nickel,6,0
2024,11,DAL,HOU,3,13,94,-17,528,pass,00-0038547,00-0033662,16,1,24,0,1,zone,cover_2,4,nickel,6,8
2024,11,DAL,HOU,1,10,70,-17,494,pass,00-0033045,00-0033662,0,1,9,0,1,man,2_man,4,nickel,6,9
2024,11,DAL,HOU,2,1,61,-17,469,run,00-0033045,,,,8,0,1,,,,nickel,6,
2024,11,DAL,HOU,1,10,53,-17,447,pass,00-0039062,00-0033662,8,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,2,10,53,-17,444,pass,00-0033045,00-0033662,2,1,2,0,1,zone,cover_2,4,nickel,6,0
2024,11,DAL,HOU,3,8,51,-17,410,pass,,00-0033662,0,0,-8,0,1,man,cover_1,5,nickel,6,0
2024,11,DAL,HOU,4,16,59,-17,372,pass,,00-0033662,0,0,-6,0,1,man,2_man,4,nickel,7,0
2024,11,HOU,DAL,1,10,35,17,366,run,00-0033897,,,,3,0,0,,,,base,6,
2024,11,HOU,DAL,2,7,32,17,327,run,00-0033897,,,,17,0,0,,,,base,7,
2024,11,HOU,DAL,1,10,15,17,281,run,00-0033897,,,,1,0,0,,,,base,7,
2024,11,HOU,DAL,2,9,14,17,237,run,00-0033897,,,,5,0,0,,,,base,8,
2024,11,HOU,DAL,3,4,9,17,205,pass,00-0033897,00-0039163,3,1,7,0,0,zone,cover_2,4,nickel,6,4
2024,11,HOU,DAL,1,1,1,17,199,run,00-0033897,,,,1,1,0,,,,,11,
2024,11,DAL,HOU,1,10,70,-24,196,run,00-0038622,,,,1,0,1,,,,nickel,7,
2024,11,DAL,HOU,2,9,69,-24,164,pass,00-0038622,00-0033662,2,1,4,0,1,man,cover_1,4,base,6,2
2024,11,DAL,HOU,3,5,65,-24,130,pass,00-0037801,00-0033662,-2,1,6,0,1,man,2_man,4,base,6,8
2024,11,DAL,HOU,1,10,59,-24,120,pass,00-0039410,00-0033662,4,1,4,0,1,zone,cover_2,4,base,6,0
2024,11,DAL,HOU,2,6,55,-24,95,pass,00-0039530,00-0033662,1,1,11,0,1,zone,cover_2,4,base,6,10
2024,11,DAL,HOU,1,10,44,-24,65,run,00-0038622,,,,2,0,1,,,,base,6,
2024,11,DAL,HOU,2,8,42,-24,37,pass,00-0037801,00-0033662,14,1,16,0,1,zone,cover_3,4,base,5,2
2024,11,DAL,HOU,1,10,26,-24,15,pass,00-0039062,00-0033662,26,0,0,0,1,man,cover_1,4,base,6,0
2024,11,DAL,HOU,2,10,26,-24,9,run,00-0038622,,,,7,0,1,,,,base,4,
2024,11,NYJ,IND,1,10,70,0,3600,run,00-0038120,,,,7,0,1,,,,base,7,
2024,11,NYJ,IND,2,3,63,0,3572,pass,00-0037740,00-0023459,23,0,0,0,1,man,cover_1,4,nickel,7,0
2024,11,NYJ,IND,3,3,63,0,3567,run,00-0038120,,,,0,0,1,,,,nickel,6,
2024,11,IND,NYJ,1,10,80,0,3521,run,00-0039164,,,,0,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,10,80,0,3487,run,00-0036223,,,,2,0,1,,,,nickel,6,
2024,11,IND,NYJ,3,8,78,0,3448,pass,00-0038997,00-0039164,28,1,31,0,1,man,cover_1,6,nickel,6,3
2024,11,IND,NYJ,1,10,47,0,3406,run,00-0036223,,,,8,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,2,39,0,3371,run,00-0036223,,,,10,0,1,,,,nickel,6,
2024,11,IND,NYJ,1,10,29,0,3332,run,00-0036223,,,,1,0,0,,,,nickel,7,
2024,11,IND,NYJ,2,9,28,0,3295,run,00-0036223,,,,5,0,1,,,,nickel,7,
2024,11,IND,NYJ,3,4,23,0,3255,pass,00-0036876,00-0039164,1,0,0,0,1,man,cover_0,6,nickel,6,0
2024,11,NYJ,IND,1,10,70,-3,3247,pass,00-0037805,00-0023459,-4,0,0,0,0,zone,cover_3,4,base,6,0
2024,11,NYJ,IND,2,10,70,-3,3240,run,00-0038120,,,,1,0,1,,,,nickel,8,
2024,11,NYJ,IND,3,9,69,-3,3199,pass,00-0037740,00-0023459,13,0,0,0,1,man,cover_1,5,nickel,5,0
2024,11,IND,NYJ,1,10,77,3,3186,run,00-0039164,,,,4,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,6,73,3,3145,pass,00-0036223,00-0039164,-3,1,3,0,1,man,cover_1,4,nickel,6,6
2024,11,IND,NYJ,3,3,70,3,3099,run,00-0036223,,,,2,0,1,,,,base,7,
2024,11,NYJ,IND,1,10,78,-3,3048,pass,00-0038120,00-0023459,2,1,2,0,1,man,cover_1,4,nickel,6,0
2024,11,NYJ,IND,2,8,76,-3,3012,run,00-0038120,,,,6,0,0,,,,nickel,7,
2024,11,NYJ,IND,3,2,70,-3,2974,pass,,00-0023459,0,0,-7,0,1,zone,cover_2,4,nickel,6,0
2024,11,IND,NYJ,1,10,66,3,2918,pass,00-0033217,00-0039164,1,1,5,0,0,zone,cover_3,4,base,7,4
2024,11,IND,NYJ,2,5,61,3,2882,run,00-0039164,,,,5,0,1,,,,nickel,5,
2024,11,IND,NYJ,1,10,56,3,2838,pass,00-0036252,00-0039164,15,1,16,0,1,man,cover_1,5,nickel,6,1
2024,11,IND,NYJ,1,10,40,3,2813,run,00-0036223,,,,3,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,7,37,3,2770,run,00-0039164,,,,3,0,1,,,,nickel,6,
2024,11,IND,NYJ,3,4,34,3,2727,pass,00-0039890,00-0039164,3,1,33,0,1,man,cover_1,4,dime,5,30
2024,11,IND,NYJ,1,1,1,3,2700,run,00-0036223,,,,-1,0,0,,,,,10,
2024,11,IND,NYJ,2,2,2,3,2656,run,00-0039164,,,,2,1,0,,,,base,7,
2024,11,NYJ,IND,1,10,70,-10,2651,pass,00-0031381,00-0023459,0,1,1,0,0,zone,cover_2,4,base,7,1
2024,11,NYJ,IND,2,9,69,-10,2620,pass,00-0037740,00-0023459,1,1,1,0,1,man,cover_1,4,nickel,6,0
2024,11,NYJ,IND,3,8,68,-10,2579,run,00-0023459,,,,7,0,1,man,2_man,4,nickel,6,
2024,11,NYJ,IND,4,1,61,-10,2532,run,00-0034270,,,,0,0,1,,,,base,7,
2024,11,IND,NYJ,1,10,39,10,2526,run,00-0036223,,,,3,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,7,36,10,2490,run,00-0039164,,,,5,0,1,,,,nickel,6,
2024,11,IND,NYJ,3,2,31,10,2452,run,00-0036223,,,,1,0,1,,,,base,6,
2024,11,IND,NYJ,4,1,30,10,2407,run,00-0036223,,,,1,0,1,,,,base,7,
2024,11,IND,NYJ,1,10,29,10,2367,run,00-0036223,,,,4,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,6,25,10,2327,pass,00-0037292,00-0039164,-3,1,8,0,1,man,cover_1,4,nickel,6,11
2024,11,IND,NYJ,1,10,17,10,2298,run,00-0036223,,,,2,0,1,,,,nickel,7,
2024,11,IND,NYJ,2,8,15,10,2257,run,00-0039890,,,,2,0,0,,,,nickel,6,
2024,11,IND,NYJ,3,6,13,10,2213,pass,,00-0039164,0,0,-16,0,1,man,cover_1,5,nickel,5,0
2024,11,NYJ,IND,1,10,78,-13,2162,run,00-0038120,,,,3,0,0,,,,base,7,
2024,11,NYJ,IND,2,7,75,-13,2126,pass,00-0031381,00-0023459,2,1,-1,0,1,man,2_man,4,nickel,6,-3
2024,11,NYJ,IND,3,8,76,-13,2079,pass,00-0037740,00-0023459,7,1,7,0,1,man,cover_1,6,nickel,6,0
2024,11,IND,NYJ,1,10,70,13,2026,run,00-0036223,,,,-1,0,0,,,,nickel,7,
2024,11,IND,NYJ,2,11,71,13,1989,pass,00-0036252,00-0039164,36,0,0,0,1,zone,combo,4,nickel,6,0
2024,11,IND,NYJ,3,11,71,13,1983,pass,00-0036984,00-0039164,1,1,3,0,1,zone,combo,4,nickel,5,2
2024,11,NYJ,IND,1,10,76,-13,1937,pass,00-0037740,00-0023459,6,1,6,0,1,zone,cover_2,4,nickel,6,0
2024,11,NYJ,IND,2,4,70,-13,1920,run,00-0038120,,,,6,0,1,,,,nickel,6,
2024,11,NYJ,IND,1,10,64,-13,1890,pass,00-0034270,00-0023459,4,1,7,0,1,zone,cover_2,4,nickel,6,3
2024,11,NYJ,IND,2,3,57,-13,1865,pass,00-0031381,00-0023459,6,1,24,0,1,man,2_man,4,nickel,5,18
2024,11,NYJ,IND,1,10,33,-13,1858,run,00-0038120,,,,4,0,1,,,,nickel,6,
2024,11,NYJ,IND,2,6,29,-13,1854,pass,00-0037740,00-0023459,13,0,0,0,1,man,2_man,4,nickel,6,0
2024,11,NYJ,IND,3,6,29,-13,1848,pass,00-0038120,00-0023459,1,1,29,1,1,man,cover_1,5,nickel,6,28
2024,11,IND,NYJ,1,10,68,6,1834,run,00-0036223,,,,3,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,7,65,6,1813,pass,00-0036876,00-0039164,2,1,4,0,1,zone,cover_2,4,nickel,5,2
2024,11,IND,NYJ,3,3,61,6,1808,pass,00-0036252,00-0039164,21,0,0,0,1,man,2_man,3,dime,4,0
2024,11,IND,NYJ,4,3,61,6,1803,pass,,00-0039164,31,0,0,0,1,zone,cover_3,1,dime,4,0
2024,11,IND,NYJ,1,10,60,6,1795,run,00-0036223,,,,4,0,0,,,,base,7,
2024,11,IND,NYJ,2,6,56,6,1759,pass,,00-0039164,0,0,-15,0,1,man,cover_1,5,base,7,0
2024,11,NYJ,IND,1,10,25,-6,1749,run,00-0038120,,,,7,0,1,,,,nickel,6,
2024,11,NYJ,IND,2,3,18,-6,1710,run,00-0038120,,,,18,1,0,,,,nickel,6,
2024,11,IND,NYJ,1,10,79,-1,1697,run,00-0036223,,,,-3,0,1,,,,nickel,6,
2024,11,IND,NYJ,2,13,82,-1,1658,pass,00-0039890,00-0039164,3,0,0,0,1,man,cover_1,5,nickel,6,0
2024,11,IND,NYJ,3,13,82,-1,1655,pass,00-0038997,00-0039164,15,1,15,0,1,man,2_man,4,nickel,5,0
2024,11,IND,NYJ,1,10,67,-1,1620,run,00-0036223,,,,-3,0,0,,,,base,8,
2024,11,IND,NYJ,2,18,75,-1,1565,run,00-0036223,,,,9,0,1,,,,nickel,6,
2024,11,IND,NYJ,3,9,66,-1,1524,pass,00-0038997,00-0039164,7,1,11,0,1,man,cover_1,6,nickel,6,4
2024,11,IND,NYJ,1,10,55,-1,1493,pass,00-0037664,00-0039164,16,1,16,0,1,man,cover_1,4,nickel,6,0
2024,11,IND,NYJ,1,10,39,-1,1451,pass,00-0036252,00-0039164,26,0,0,0,1,zone,cover_2,4,nickel,5,0
2024,11,IND,NYJ,2,10,39,-1,1445,run,00-0036223,,,,1,0,1,,,,nickel,6,
2024,11,IND,NYJ,3,9,38,-1,1404,run,00-0036223,,,,0,0,1,,,,nickel,6,
2024,11,NYJ,IND,1,10,70,-2,1361,run,00-0038120,,,,5,0,1,,,,base,7,
2024,11,NYJ,IND,2,5,65,-2,1319,pass,00-0038120,00-0023459,0,1,0,0,0,zone,combo,4,base,6,0
2024,11,NYJ,IND,3,5,65,-2,1277,pass,00-0037740,00-0023459,6,0,0,0,1,zone,cover_3,5,nickel,6,0
2024,11,IND,NYJ,1,10,84,2,1266,run,00-0039164,,,,0,0,1,,,,nickel,7,
2024,11,IND,NYJ,2,19,93,2,1223,pass,00-0037664,00-0039164,8,0,0,0,1,zone,cover_2,4,nickel,6,0
2024,11,IND,NYJ,3,19,93,2,1218,run,00-0036223,,,,3,0,1,,,,nickel,6,
2024,11,NYJ,IND,1,10,38,-2,1172,run,00-0038120,,,,0,0,1,,,,base,7,
